sign,path
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/67367.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/02999.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03006.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/02997.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/68576.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03007.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/03004.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/70309.parquet
apple,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/apple/68003.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03104.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03103.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03101.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03100.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03102.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03106.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03107.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03105.parquet
appropriate,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/appropriate/03108.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03489.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03491.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03495.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03493.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/65098.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03492.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03494.parquet
article,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/article/03490.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03338.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/65094.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/69215.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03342.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03339.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03328.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03343.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03344.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03337.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/03340.parquet
arm,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arm/67369.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03457.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03450.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03451.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03448.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03449.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/70258.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03454.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03455.parquet
arrogant,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrogant/03452.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03417.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03422.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03420.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03430.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03423.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03427.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03429.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03418.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03426.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03425.parquet
arrest,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrest/03419.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03363.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03368.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03364.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03365.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03366.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03367.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/67370.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03361.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03360.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/03362.parquet
army,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/army/65095.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/03316.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/03318.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/65093.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/03311.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/03315.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/03320.parquet
arizona,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arizona/03317.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03376.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03380.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03382.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03387.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03378.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03389.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03377.parquet
around,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/around/03385.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03278.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03273.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03270.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/65092.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03267.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03282.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03277.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03276.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03272.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03281.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03274.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03266.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03268.parquet
argue,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/argue/03280.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03437.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/65096.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03441.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03442.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03434.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03435.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03440.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/70124.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03436.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03445.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03439.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/67371.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03444.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03443.parquet
arrive,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/arrive/03438.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03481.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03485.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/65097.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03478.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/70142.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03480.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/67372.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03484.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03486.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03479.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03469.parquet
art,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/art/03483.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03804.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03800.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03802.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03799.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03801.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03805.parquet
assume,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/assume/03797.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04016.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04017.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04012.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/65107.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04011.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04013.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04015.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04014.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/67375.parquet
attention,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/attention/04008.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03563.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03562.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03564.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/67373.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03566.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03565.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/65100.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03569.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03571.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03570.parquet
asia,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asia/03568.parquet
asl,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asl/03640.parquet
asl,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/asl/03635.parquet
